row_num,id,answer,selected_detail_id,selected_detail_url,selected_title,status,note_or_source
20,0019,コラッタ,0019,https://zukan.pokemon.co.jp/detail/0019,コラッタ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/7bbce6f5ca4059e34c7b8ca551fe7c08.png
21,0019-Alola,コラッタ アローラのすがた,0019-1,https://zukan.pokemon.co.jp/detail/0019-1,コラッタ アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/28737b99c1a7956aeba0e5a3812c51a5.png
22,0020,ラッタ,0020,https://zukan.pokemon.co.jp/detail/0020,ラッタ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/dfeb249dd6ad5cf669f01d8174ccbf0e.png
23,0020-Alola,ラッタ アローラのすがた,0020-1,https://zukan.pokemon.co.jp/detail/0020-1,ラッタ アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/f4162cc4e4eedc49f1f21a9a30c47991.png
24,0021,オニスズメ,0021,https://zukan.pokemon.co.jp/detail/0021,オニスズメ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/b836be565d23d99e9899705d9037df72.png
25,0022,オニドリル,0022,https://zukan.pokemon.co.jp/detail/0022,オニドリル,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/47b8fcfa90ffecb307828c8bfe3f045b.png
26,0023,アーボ,0023,https://zukan.pokemon.co.jp/detail/0023,アーボ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/ec956e46baa764b9c939d6838c7becab.png
27,0024,アーボック,0024,https://zukan.pokemon.co.jp/detail/0024,アーボック,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/b6b559df10674cb8da450e67ade5e13f.png
28,0025,ピカチュウ,0025,https://zukan.pokemon.co.jp/detail/0025,ピカチュウ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/5bb0cfd44302cd4df0c0c88d37457931.png
29,0026,ライチュウ,0026,https://zukan.pokemon.co.jp/detail/0026,ライチュウ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/b044779bd695701e03dd7b3bc83421e9.png
30,0026-Alola,ライチュウ アローラのすがた,0026-1,https://zukan.pokemon.co.jp/detail/0026-1,ライチュウ アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/7bd856fd0a9d75004c6eed50e7ebf66d.png
31,0027,サンド,0027,https://zukan.pokemon.co.jp/detail/0027,サンド,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/fbb27992c96a394d5fda6ba4fbb336f2.png
32,0027-Alola,サンド アローラのすがた,0027-1,https://zukan.pokemon.co.jp/detail/0027-1,サンド アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/47354a23550bba96be89d2b9d0587cc3.png
33,0028,サンドパン,0028,https://zukan.pokemon.co.jp/detail/0028,サンドパン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/5a8bf38b0f8557538daf3ebdabefc6ed.png
34,0028-Alola,サンドパン アローラのすがた,0028-1,https://zukan.pokemon.co.jp/detail/0028-1,サンドパン アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/3405a1727060085b450c1c73bd2ac0d7.png
35,0029,ニドラン♀,0029,https://zukan.pokemon.co.jp/detail/0029,ニドラン♀,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/2f075bd7629e4a64e8bccd1f8c7c7d4a.png
36,0030,ニドリーナ,0030,https://zukan.pokemon.co.jp/detail/0030,ニドリーナ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/71d5b2efd93bd47eb18281a59da3c4c2.png
37,0031,ニドクイン,0031,https://zukan.pokemon.co.jp/detail/0031,ニドクイン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/ae056ae20c488428be8ea052b11577b5.png
38,0032,ニドラン♂,0032,https://zukan.pokemon.co.jp/detail/0032,ニドラン♂,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/5db396d950b721004b2b5e53f56e8b8b.png
39,0033,ニドリーノ,0033,https://zukan.pokemon.co.jp/detail/0033,ニドリーノ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/c314758f6c08f0a33d03c86c7b53173a.png
40,0034,ニドキング,0034,https://zukan.pokemon.co.jp/detail/0034,ニドキング,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/1e05a1000fbeea6eed06b6e52a429695.png
41,0035,ピッピ,0035,https://zukan.pokemon.co.jp/detail/0035,ピッピ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/eaa24f4a7c563fd33ba912c55a7962ba.png
42,0036,ピクシー,0036,https://zukan.pokemon.co.jp/detail/0036,ピクシー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/d98dc03a88b9741f32018d27835bad0f.png
43,0037,ロコン,0037,https://zukan.pokemon.co.jp/detail/0037,ロコン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/513db9297ba760b90348456cb223c796.png
44,0037-Alola,ロコン アローラのすがた,0037-1,https://zukan.pokemon.co.jp/detail/0037-1,ロコン アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/6ecb3a36f30f995e6f06350196efcc9d.png
45,0038,キュウコン,0038,https://zukan.pokemon.co.jp/detail/0038,キュウコン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/82bee998bb010a5309466084c94c27cd.png
46,0038-Alola,キュウコン アローラのすがた,0038-1,https://zukan.pokemon.co.jp/detail/0038-1,キュウコン アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/3100dc860a4b7ed7f23f6e9f345e7703.png
47,0039,プリン,0039,https://zukan.pokemon.co.jp/detail/0039,プリン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/c8e0b40c9ec85d0218754642a64cc047.png
48,0040,プクリン,0040,https://zukan.pokemon.co.jp/detail/0040,プクリン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/29cc4bfb54379455a36a1c227f99ccf8.png
49,0041,ズバット,0041,https://zukan.pokemon.co.jp/detail/0041,ズバット,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/18ba5d304727607f0689f5b31391ae62.png
50,0042,ゴルバット,0042,https://zukan.pokemon.co.jp/detail/0042,ゴルバット,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/1898f984daea851560fd8a5d908e3a35.png
51,0043,ナゾノクサ,0043,https://zukan.pokemon.co.jp/detail/0043,ナゾノクサ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/f013efef989d8ac7c57fad231b19eb59.png
52,0044,クサイハナ,0044,https://zukan.pokemon.co.jp/detail/0044,クサイハナ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/91e20491cfdbac455edffb8bf5ae74c6.png
53,0045,ラフレシア,0045,https://zukan.pokemon.co.jp/detail/0045,ラフレシア,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/aed7dc29cf4cfe800648f94ffaac9b2b.png
54,0046,パラス,0046,https://zukan.pokemon.co.jp/detail/0046,パラス,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/e214554c301a08f064ddeb45e41f95eb.png
55,0047,パラセクト,0047,https://zukan.pokemon.co.jp/detail/0047,パラセクト,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/acf57b4e1fcf99b5974a5e8289366e7d.png
56,0048,コンパン,0048,https://zukan.pokemon.co.jp/detail/0048,コンパン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/d66185a323be69abb54d5f873667cc78.png
57,0049,モルフォン,0049,https://zukan.pokemon.co.jp/detail/0049,モルフォン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/502ec349b1bac1df162fe1cb4a66c964.png
58,0050,ディグダ,0050,https://zukan.pokemon.co.jp/detail/0050,ディグダ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/ecbbc6139f4008140facd5a3b2f99a36.png
59,0050-Alola,ディグダ アローラのすがた,0050-1,https://zukan.pokemon.co.jp/detail/0050-1,ディグダ アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/38aa26e878b015823f23d77758eea1a1.png
60,0051,ダグトリオ,0051,https://zukan.pokemon.co.jp/detail/0051,ダグトリオ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/e580223a11ba4bc9edcd2e492a1c3371.png
61,0051-Alola,ダグトリオ アローラのすがた,0051-1,https://zukan.pokemon.co.jp/detail/0051-1,ダグトリオ アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/b32fe72faa115933ca99cb929e213b5c.png
62,0052,ニャース,0052,https://zukan.pokemon.co.jp/detail/0052,ニャース,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/51340f66e3b223cad81f84af8f66e921.png
63,0052-Alola,ニャース アローラのすがた,0052-1,https://zukan.pokemon.co.jp/detail/0052-1,ニャース アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/d0dd2260512b132cba8a01584e08b98f.png
64,0052-Galar,ニャース ガラルのすがた,0052-2,https://zukan.pokemon.co.jp/detail/0052-2,ニャース ガラルのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/f3d03d6b78db4ea108c7e64e6291a0be.png
65,0053,ペルシアン,0053,https://zukan.pokemon.co.jp/detail/0053,ペルシアン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/0fe2142e70d6e3006f3acffeb4d9ebd8.png
66,0053-Alola,ペルシアン アローラのすがた,0053-1,https://zukan.pokemon.co.jp/detail/0053-1,ペルシアン アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/13947f76381ba11930bf8dd70b60ef25.png
67,0054,コダック,0054,https://zukan.pokemon.co.jp/detail/0054,コダック,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/2d71923469a502af868dfd337853964a.png
68,0055,ゴルダック,0055,https://zukan.pokemon.co.jp/detail/0055,ゴルダック,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/5a395498cfc5fc9a01c49ce753e2db12.png
69,0056,マンキー,0056,https://zukan.pokemon.co.jp/detail/0056,マンキー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/f6160acfa612e6f46f6c239b15b8003d.png
70,0057,オコリザル,0057,https://zukan.pokemon.co.jp/detail/0057,オコリザル,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/e704aed22ee77b277d9a0282eab1d54b.png
71,0058,ガーディ,0058,https://zukan.pokemon.co.jp/detail/0058,ガーディ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/90e53d94baba291ae454514ae51765bb.png
72,0058-Hisui,ガーディ ヒスイのすがた,0058-1,https://zukan.pokemon.co.jp/detail/0058-1,ガーディ ヒスイのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/84164c6ec5b03871c1bae8d0c9991183.png
73,0059,ウインディ,0059,https://zukan.pokemon.co.jp/detail/0059,ウインディ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/b47236a60db344d0ee4764a8a6ae650b.png
74,0059-Hisui,ウインディ ヒスイのすがた,0059-1,https://zukan.pokemon.co.jp/detail/0059-1,ウインディ ヒスイのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/3407ed97f0dfd687ed0407aad0a3341c.png
75,0060,ニョロモ,0060,https://zukan.pokemon.co.jp/detail/0060,ニョロモ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/03e459749bf29e5e75a81e6fce0e4b67.png
76,0061,ニョロゾ,0061,https://zukan.pokemon.co.jp/detail/0061,ニョロゾ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/8b865ad8fa8d10a78b7133c9ea700ae7.png
77,0062,ニョロボン,0062,https://zukan.pokemon.co.jp/detail/0062,ニョロボン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/3bf0c02c4babfd528cacd453417dd419.png
78,0063,ケーシィ,0063,https://zukan.pokemon.co.jp/detail/0063,ケーシィ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/6f85978431106f04ac85dfea54541238.png
79,0064,ユンゲラー,0064,https://zukan.pokemon.co.jp/detail/0064,ユンゲラー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/332c0e3338ba687eeffc000ac05532c7.png
80,0065,フーディン,0065,https://zukan.pokemon.co.jp/detail/0065,フーディン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/2b9dbf708bbe9eb6cfe0559507368265.png
81,0066,ワンリキー,0066,https://zukan.pokemon.co.jp/detail/0066,ワンリキー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/42a46a9122314e4a17dd3c1fd33443eb.png
82,0067,ゴーリキー,0067,https://zukan.pokemon.co.jp/detail/0067,ゴーリキー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/4c4f2bba186340436ffe89143e3e01a6.png
83,0068,カイリキー,0068,https://zukan.pokemon.co.jp/detail/0068,カイリキー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/6ee10ea72fc862fb4ce65cba1da648cd.png
84,0069,マダツボミ,0069,https://zukan.pokemon.co.jp/detail/0069,マダツボミ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/4eccda4ac006ff141ac07516a87aa287.png
85,0070,ウツドン,0070,https://zukan.pokemon.co.jp/detail/0070,ウツドン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/ce836edfeb04623696df2d4c410f733b.png
86,0071,ウツボット,0071,https://zukan.pokemon.co.jp/detail/0071,ウツボット,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/4c86d8dbbb35feb6d5c4f4588d921c91.png
87,0072,メノクラゲ,0072,https://zukan.pokemon.co.jp/detail/0072,メノクラゲ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/8ad8e9046bf152180985639570c8ad0b.png
88,0073,ドククラゲ,0073,https://zukan.pokemon.co.jp/detail/0073,ドククラゲ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/39e9311c11f99b98d9a8c3f8389470fc.png
89,0074,イシツブテ,0074,https://zukan.pokemon.co.jp/detail/0074,イシツブテ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/02f5389ac72186e9b1b35274ec94dd46.png
90,0074-Alola,イシツブテ アローラのすがた,0074-1,https://zukan.pokemon.co.jp/detail/0074-1,イシツブテ アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/fc25d7e6c6b17e565b9a1a7a4be244cd.png
91,0075,ゴローン,0075,https://zukan.pokemon.co.jp/detail/0075,ゴローン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/7c810144066f79406bc5a220e77bf2d4.png
92,0075-Alola,ゴローン アローラのすがた,0075-1,https://zukan.pokemon.co.jp/detail/0075-1,ゴローン アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/61203478d2de94b5f0a0cee114d73fb2.png
93,0076,ゴローニャ,0076,https://zukan.pokemon.co.jp/detail/0076,ゴローニャ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/15664c0fd35acf9147024b8687bd0688.png
94,0076-Alola,ゴローニャ アローラのすがた,0076-1,https://zukan.pokemon.co.jp/detail/0076-1,ゴローニャ アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/690aea0207eea6647a6e1044d993fd8f.png
95,0077,ポニータ,0077,https://zukan.pokemon.co.jp/detail/0077,ポニータ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/850922128002557d568af34c82abdb3f.png
96,0077-Galar,ポニータ ガラルのすがた,0077-1,https://zukan.pokemon.co.jp/detail/0077-1,ポニータ ガラルのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/db55258d0e7911ea2d24d1745dc07e5a7103f7af.png
97,0078,ギャロップ,0078,https://zukan.pokemon.co.jp/detail/0078,ギャロップ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/6144b0af751f7a5047df94a4c36e038a.png
98,0078-Galar,ギャロップ ガラルのすがた,0078-1,https://zukan.pokemon.co.jp/detail/0078-1,ギャロップ ガラルのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/8f1fe4fe618d866ff817199d40ead51a.png
99,0079,ヤドン,0079,https://zukan.pokemon.co.jp/detail/0079,ヤドン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/f8d806f32ee833db68f00e2c50b136be.png
100,0079-Galar,ヤドン ガラルのすがた,0079-1,https://zukan.pokemon.co.jp/detail/0079-1,ヤドン ガラルのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/98edf16a46502d5f628661d6510fceb4.png
101,0080,ヤドラン,0080,https://zukan.pokemon.co.jp/detail/0080,ヤドラン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/0b944c561e07117ec2273399acf227fb.png
102,0080-Galar,ヤドラン ガラルのすがた,0080-2,https://zukan.pokemon.co.jp/detail/0080-2,ヤドラン ガラルのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/a09a4e286e7cedd79a88ee7fa266027e.png
103,0081,コイル,0081,https://zukan.pokemon.co.jp/detail/0081,コイル,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/b7577513f44d55f35305ad586a97fe63.png
104,0082,レアコイル,0082,https://zukan.pokemon.co.jp/detail/0082,レアコイル,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/9a653e3d65688661381f7f55572f7439.png
105,0083,カモネギ,0083,https://zukan.pokemon.co.jp/detail/0083,カモネギ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/6e2add6b5fbbe1a16d3cb31344cd8dc1.png
106,0083-Galar,カモネギ ガラルのすがた,0083-1,https://zukan.pokemon.co.jp/detail/0083-1,カモネギ ガラルのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/405e2a2019a51c7b269c7e23db828471.png
107,0084,ドードー,0084,https://zukan.pokemon.co.jp/detail/0084,ドードー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/7b167dd389fd1b8db1a4c1d245c74761.png
108,0085,ドードリオ,0085,https://zukan.pokemon.co.jp/detail/0085,ドードリオ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/e91182a7d2bf359d5cebfc8bccdb7d77.png
109,0086,パウワウ,0086,https://zukan.pokemon.co.jp/detail/0086,パウワウ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/8990153dfc98b2fa981dd841814e96e5.png
110,0087,ジュゴン,0087,https://zukan.pokemon.co.jp/detail/0087,ジュゴン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/0de634ab512dcc62045147798ae0e291.png
111,0088,ベトベター,0088,https://zukan.pokemon.co.jp/detail/0088,ベトベター,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/7b1d23d4f99c5aae3abd25e06b507b9b.png
112,0088-Alola,ベトベター アローラのすがた,0088-1,https://zukan.pokemon.co.jp/detail/0088-1,ベトベター アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/4fc6cf956bc4580f1dca731ff64f6f0b.png
113,0089,ベトベトン,0089,https://zukan.pokemon.co.jp/detail/0089,ベトベトン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/ea5a0f05aa038e36609815b59bf5f233.png
114,0089-Alola,ベトベトン アローラのすがた,0089-1,https://zukan.pokemon.co.jp/detail/0089-1,ベトベトン アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/0b6f9786391b45ec1b4872e58cc3c9bd.png
115,0090,シェルダー,0090,https://zukan.pokemon.co.jp/detail/0090,シェルダー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/ca29a426b03aa4a7a5a632ff36db54c7.png
116,0091,パルシェン,0091,https://zukan.pokemon.co.jp/detail/0091,パルシェン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/9b1c1410451cae11c74fe0cb0e51542d.png
117,0092,ゴース,0092,https://zukan.pokemon.co.jp/detail/0092,ゴース,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/b94297db89c9de358e8a982f1e01b249.png
118,0093,ゴースト,0093,https://zukan.pokemon.co.jp/detail/0093,ゴースト,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/430b0a3b4b9e377d40a23e68f611a683.png
119,0094,ゲンガー,0094,https://zukan.pokemon.co.jp/detail/0094,ゲンガー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/72c82f8be362d1b53ae308d706728411.png
120,0095,イワーク,0095,https://zukan.pokemon.co.jp/detail/0095,イワーク,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/47853714e945a8403fc1edb7e80243ae.png
121,0096,スリープ,0096,https://zukan.pokemon.co.jp/detail/0096,スリープ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/babe04c8f72839dc6e90edceeb78c56b.png
122,0097,スリーパー,0097,https://zukan.pokemon.co.jp/detail/0097,スリーパー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/63177e99a2bd182e8c61bc2de43a30ed.png
123,0098,クラブ,0098,https://zukan.pokemon.co.jp/detail/0098,クラブ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/998ecd61218f0802a045ebb51e596375.png
124,0099,キングラー,0099,https://zukan.pokemon.co.jp/detail/0099,キングラー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/496ff26477428fbaed6c763ffb1022a2.png
125,0100,ビリリダマ,0100,https://zukan.pokemon.co.jp/detail/0100,ビリリダマ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/78587c96a7d4d25a3616e7b2f5564006.png
126,0100-Hisui,ビリリダマ ヒスイのすがた,0100-1,https://zukan.pokemon.co.jp/detail/0100-1,ビリリダマ ヒスイのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/096f26da6a6b51cee7b3dbb26ec871d7.png
127,0101,マルマイン,0101,https://zukan.pokemon.co.jp/detail/0101,マルマイン,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/2341949cc4a5bdb8675c017c8c29e964.png
128,0101-Hisui,マルマイン ヒスイのすがた,0101-1,https://zukan.pokemon.co.jp/detail/0101-1,マルマイン ヒスイのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/267e438abc6ed0c5c4140a474ecb4f71.png
129,0102,タマタマ,0102,https://zukan.pokemon.co.jp/detail/0102,タマタマ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/596b399e3c5786fc8bf8856adf3f7cf5.png
130,0103,ナッシー,0103,https://zukan.pokemon.co.jp/detail/0103,ナッシー,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/c6f2d9584d3f8be2baa6f4abb45141be.png
131,0103-Alola,ナッシー アローラのすがた,0103-1,https://zukan.pokemon.co.jp/detail/0103-1,ナッシー アローラのすがた,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/01f6a408b9610cb6ce981b7defa7dbd4.png
132,0104,カラカラ,0104,https://zukan.pokemon.co.jp/detail/0104,カラカラ,downloaded,img:https://zukan.pokemon.co.jp/zukan-api/up/images/index/030c9f7e6806afa241394655c25d92a0.png
